,Time Step,Episode,Step in Episode,Shield Loss
1302,260600,2341,115,-6.311224937438965
1303,260800,2342,115,-1.3794786930084229
1304,261000,2344,50,-4.79911470413208
1305,261200,2346,29,-4.261869430541992
1306,261400,2347,29,-3.5893495082855225
1307,261600,2348,29,-7.461282253265381
1308,261800,2349,29,6.5755486488342285
1309,262000,2350,111,-6.213531494140625
1310,262200,2352,37,-5.597082614898682
1311,262400,2353,37,-1.935052752494812
1312,262600,2354,92,-0.1874719262123108
1313,262800,2355,92,-8.445591926574707
1314,263000,2356,92,-3.573303461074829
1315,263200,2358,27,-6.282032489776611
1316,263400,2359,61,-5.03090238571167
1317,263600,2360,127,-4.736534595489502
1318,263800,2362,53,-5.513358116149902
1319,264000,2363,53,-9.292305946350098
1320,264200,2364,53,-4.808142185211182
1321,264400,2365,53,-8.546149253845215
1322,264600,2366,53,-4.643223285675049
1323,264800,2367,110,-8.778570175170898
1324,265000,2368,110,3.9895424842834473
1325,265200,2369,110,-21.354679107666016
1326,265400,2371,66,-4.769593715667725
1327,265600,2372,66,-5.5080084800720215
1328,265800,2373,66,-10.019736289978027
1329,266000,2374,66,-21.001171112060547
1330,266200,2377,6,-10.49782943725586
1331,266400,2378,6,-8.360574722290039
1332,266600,2380,103,-13.64854907989502
1333,266800,2381,103,-10.374180793762207
1334,267000,2383,17,-14.068315728505452
1335,267200,2384,55,-8.869597514470419
1336,267400,2385,55,-11.748054885864258
1337,267600,2386,55,6.188523149490356
1338,267800,2387,187,-17.457438278198243
1339,268000,2389,111,-11.291714477539063
1340,268200,2390,111,0.712067445119222
1341,268400,2392,100,-5.7655714352925616
1342,268600,2394,10,-15.261144701639811
1343,268800,2396,38,-15.30888131459554
1344,269000,2397,38,-14.059616088867188
1345,269200,2399,6,-17.513723373413086
1346,269400,2401,110,-15.940473556518555
1347,269600,2402,110,-0.21801891326904296
1348,269800,2404,182,-5.7327415466308596
1349,270000,2406,91,-2.699788777033488
1350,270200,2409,1,1.4405049085617065
1351,270400,2411,69,4.428668578465779
1352,270600,2413,41,-2.604702949523926
1353,270800,2415,19,-1.3533991575241089
1354,271000,2416,93,-3.764169692993164
1355,271200,2417,104,-19.648204803466797
1356,271400,2420,4,-20.4930477142334
1357,271600,2421,108,-20.763181686401367
1358,271800,2422,108,-20.341999053955078
1359,272000,2424,76,-19.10783576965332
1360,272200,2425,76,-2.4387025833129883
1361,272400,2427,47,-8.364522933959961
1362,272600,2430,19,-7.163198947906494
1363,272800,2432,112,-5.294055938720703
1364,273000,2434,45,-3.8744709491729736
1365,273200,2435,45,-6.269540309906006
1366,273400,2436,91,-9.297074317932129
1367,273600,2438,157,-11.4026517868042
1368,273800,2440,27,-10.22586441040039
1369,274000,2441,27,-12.564300537109375
1370,274200,2443,121,-18.83323097229004
1371,274400,2445,5,-18.1820011138916
1372,274600,2447,74,-16.561010360717773
1373,274800,2448,99,-15.974160194396973
1374,275000,2449,99,-15.12256908416748
1375,275200,2450,99,-13.03260326385498
1376,275400,2452,60,-18.76740837097168
1377,275600,2454,55,-17.004627227783203
1378,275800,2455,55,-15.517797470092773
1379,276000,2458,30,-21.659216499328615
1380,276200,2459,175,-20.877085558573405
1381,276400,2460,175,-9.224267625808716
1382,276600,2462,127,-18.340465609232584
1383,276800,2464,41,-18.913591130574545
1384,277000,2465,117,-16.20474535624186
1385,277200,2467,51,-9.947462940216065
1386,277400,2470,46,-19.28047269185384
1387,277600,2472,6,-18.804149627685547
1388,277800,2473,38,-8.666542307535808
1389,278000,2475,52,0.11309653321901957
1390,278200,2476,52,-0.31325172980626426
1391,278400,2477,113,1.2617194732030232
1392,278600,2478,113,20.577932357788086
1393,278800,2480,61,4.595418930053711
1394,279000,2482,125,13.879920959472656
1395,279200,2484,11,11.324724197387695
1396,279400,2485,111,4.255741465091705
1397,279600,2486,121,-16.160029029846193
1398,279800,2487,121,-7.93331462542216
1399,280000,2489,6,-6.616204007466634
1400,280200,2492,53,-14.203038469950359
1401,280400,2494,4,-20.688690376281738
1402,280600,2495,4,-12.271063645680746
1403,280800,2496,4,-14.568207867940266
1404,281000,2499,93,-11.394304211934408
1405,281200,2502,9,-11.318954467773438
1406,281400,2503,9,-15.99337838490804
1407,281600,2504,9,-14.735659344991047
1408,281800,2505,9,-12.960803826649984
1409,282000,2506,121,-14.43491299947103
1410,282200,2508,77,-17.070227559407552
1411,282400,2510,11,-13.845240592956543
1412,282600,2511,96,-15.094078063964844
1413,282800,2512,96,-15.892668724060059
1414,283000,2515,23,-17.534141540527344
1415,283200,2517,42,-11.526559829711914
1416,283400,2518,153,-17.33555030822754
1417,283600,2519,153,-11.666696548461914
1418,283800,2523,53,-16.49982452392578
1419,284000,2524,60,-16.541419982910156
1420,284200,2526,42,-19.110347747802734
1421,284400,2527,162,-15.966522216796875
1422,284600,2529,113,-17.092443466186523
1423,284800,2531,9,-7.079189777374268
1424,285000,2532,104,-10.16734504699707
1425,285200,2533,165,6.422585964202881
1426,285400,2534,179,-6.7985453605651855
1427,285600,2537,20,-5.406454086303711
1428,285800,2538,86,-12.850981712341309
1429,286000,2539,86,-4.486379146575928
1430,286200,2541,42,-11.850990295410156
1431,286400,2542,181,-3.524524688720703
1432,286600,2544,49,-2.8229848742485046
1433,286800,2545,49,-2.2492718279361723
1434,287000,2546,49,-9.885609817504882
1435,287200,2547,49,-13.722654628753663
1436,287400,2548,49,-11.757758299509684
1437,287600,2550,64,-29.972916984558104
1438,287800,2551,73,-29.57402629852295
1439,288000,2552,140,9.027861539522807
1440,288200,2553,140,-30.852303123474123
1441,288400,2555,59,-27.880752182006837
1442,288600,2557,35,-3.783534554640452
1443,288800,2558,181,-23.328814125061037
1444,289000,2559,181,1.795152547955513
1445,289200,2560,181,-17.901740932464598
1446,289400,2561,181,-10.817687034606934
1447,289600,2564,33,-22.001262664794922
1448,289800,2567,25,-27.52493667602539
1449,290000,2568,25,-20.746082305908203
1450,290200,2569,25,-20.578725814819336
1451,290400,2570,25,3.89286208152771
1452,290600,2571,78,-3.8505916595458984
1453,290800,2574,95,6.855332851409912
1454,291000,2576,40,9.319257736206055
1455,291200,2577,40,13.122703552246094
1456,291400,2578,169,12.521564483642578
1457,291600,2580,115,4.3517303466796875
1458,291800,2582,47,5.648310661315918
1459,292000,2583,47,0.7987420558929443
1460,292200,2584,47,3.5088181495666504
1461,292400,2585,115,-1.918991208076477
1462,292600,2587,61,-2.1059956550598145
1463,292800,2589,14,-9.709583282470703
1464,293000,2590,99,-8.986035346984863
1465,293200,2591,133,-12.258848190307617
1466,293400,2592,144,-13.731304168701172
1467,293600,2593,144,-18.2177734375
1468,293800,2594,144,-12.280539512634277
1469,294000,2595,144,-1.8551996946334839
1470,294200,2597,110,-24.35431480407715
1471,294400,2600,11,-24.83326530456543
1472,294600,2601,110,-13.432849884033203
1473,294800,2603,152,-21.455345153808594
1474,295000,2605,52,-22.37339973449707
1475,295200,2606,52,-15.68863582611084
1476,295400,2607,52,-16.319217681884766
1477,295600,2608,52,-22.07872200012207
1478,295800,2610,36,-19.18352508544922
1479,296000,2612,15,-6.122474193572998
1480,296200,2613,15,-10.924789428710938
1481,296400,2614,15,-17.227949142456055
1482,296600,2615,15,-16.678377151489258
1483,296800,2616,15,1.627548098564148
1484,297000,2617,15,6.013624668121338
1485,297200,2619,50,-2.10325026512146
1486,297400,2621,34,7.7746968269348145
1487,297600,2622,126,20.008729934692383
1488,297800,2624,45,19.59349822998047
1489,298000,2626,23,-14.703752517700195
1490,298200,2627,93,-11.785400390625
1491,298400,2629,103,-11.095806121826172
1492,298600,2630,103,-14.533171653747559
1493,298800,2631,103,-14.728416442871094
1494,299000,2633,49,-13.444780349731445
1495,299200,2636,93,-18.414710998535156
1496,299400,2640,5,-19.56926727294922
1497,299600,2641,111,-20.29521942138672
1498,299800,2642,188,-13.721763610839844
1499,300000,2643,188,10.925785064697266
1500,300200,2646,30,3.403970241546631
1501,300400,2647,58,2.6661641597747803
1502,300600,2650,10,5.329644203186035
1503,300800,2651,10,0.6883028745651245
1504,301000,2652,115,-11.74383544921875
1505,301200,2654,54,-14.637697219848633
1506,301400,2658,3,-18.221567153930664
1507,301600,2659,116,-12.619665145874023
1508,301800,2661,92,-21.019445419311523
1509,302000,2662,92,-17.750308990478516
1510,302200,2665,43,-21.838726043701172
1511,302400,2666,154,-14.796880722045898
1512,302600,2667,171,-6.765472412109375
1513,302800,2669,132,-15.05568790435791
1514,303000,2671,109,-14.493263244628906
1515,303200,2672,137,5.204465866088867
1516,303400,2673,137,34.329139709472656
1517,303600,2675,70,35.298641204833984
1518,303800,2677,14,35.2936897277832
1519,304000,2679,8,47.988582611083984
1520,304200,2681,5,45.887474060058594
1521,304400,2682,5,-1.8926494121551514
1522,304600,2683,5,-9.566251754760742
1523,304800,2685,138,17.916179656982422
1524,305000,2686,138,29.989444732666016
1525,305200,2688,59,20.875072479248047
1526,305400,2689,127,45.07714080810547
1527,305600,2690,127,54.829437255859375
1528,305800,2691,146,39.23456954956055
1529,306000,2693,89,26.13958740234375
1530,306200,2694,89,27.06597328186035
1531,306400,2695,176,18.004440307617188
1532,306600,2697,43,4.842902183532715
1533,306800,2698,59,6.114838600158691
1534,307000,2699,59,0.9455108642578125
1535,307200,2700,124,-7.614726543426514
1536,307400,2701,135,-0.5458932518959045
1537,307600,2704,20,-10.617410437266033
1538,307800,2705,20,-8.708351914087931
1539,308000,2706,114,-2.0575341641902924
1540,308200,2707,114,-5.7250786026318865
1541,308400,2710,23,-0.16292858670155208
1542,308600,2711,158,-0.9204742511113485
1543,308800,2714,12,-1.339304413398107
1544,309000,2715,12,-1.4281861503918967
1545,309200,2716,152,-2.7811758120854697
1546,309400,2717,154,0.3212888966004054
1547,309600,2720,53,-1.121539831161499
1548,309800,2722,118,-3.6299920082092285
1549,310000,2723,118,-4.109743118286133
1550,310200,2724,118,-5.045984268188477
1551,310400,2726,107,-7.311201572418213
1552,310600,2727,191,-9.166505813598633
1553,310800,2729,53,-7.397575378417969
1554,311000,2730,136,-9.022542953491211
1555,311200,2731,136,-7.638182640075684
1556,311400,2733,85,-11.426555633544922
1557,311600,2734,85,-8.093552589416504
1558,311800,2736,6,-8.525923728942871
1559,312000,2739,80,-9.650308609008789
1560,312200,2740,89,-10.792269706726074
1561,312400,2741,89,-8.094682693481445
1562,312600,2742,89,-9.198460578918457
1563,312800,2743,89,-6.017944812774658
1564,313000,2745,9,-5.912761688232422
1565,313200,2748,31,-3.2114672660827637
1566,313400,2749,34,-1.8013306856155396
1567,313600,2750,34,12.242743492126465
1568,313800,2752,109,1.0254473686218262
1569,314000,2753,149,-0.40449801087379456
1570,314200,2755,109,-1.6512341499328613
1571,314400,2757,54,-0.9625354409217834
1572,314600,2758,54,-10.784468650817871
1573,314800,2760,9,-14.232269287109375
1574,315000,2761,178,-13.930927276611328
1575,315200,2764,16,-12.997156143188477
1576,315400,2766,40,-13.676301956176758
1577,315600,2768,18,-12.958337783813477
1578,315800,2769,192,-11.763983726501465
1579,316000,2771,180,-9.987959861755371
1580,316200,2773,60,-12.244094848632812
1581,316400,2775,21,-9.734929084777832
1582,316600,2776,121,-13.36521053314209
1583,316800,2778,32,-14.07629108428955
1584,317000,2779,113,-14.209415435791016
1585,317200,2781,112,-14.49946403503418
1586,317400,2782,112,-13.459673881530762
1587,317600,2784,49,-12.168684005737305
1588,317800,2785,71,-8.979809761047363
1589,318000,2787,9,-9.288907051086426
1590,318200,2788,119,-5.216756820678711
1591,318400,2790,25,-8.011366844177246
1592,318600,2791,35,-6.604894638061523
1593,318800,2792,79,-6.8447346687316895
1594,319000,2793,79,-7.194486141204834
1595,319200,2795,155,-6.868618011474609
1596,319400,2796,192,-5.809812068939209
1597,319600,2800,33,-10.663256645202637
1598,319800,2801,33,-6.971046447753906
1599,320000,2802,198,-13.113937377929688
1600,320200,2805,83,-13.24346923828125
1601,320400,2806,189,-8.505669593811035
1602,320600,2809,6,-10.34284782409668
1603,320800,2810,117,-9.02858829498291
1604,321000,2811,117,-5.776336193084717
1605,321200,2812,165,-8.760133743286133
1606,321400,2813,165,-9.011322975158691
1607,321600,2816,20,-8.249672889709473
1608,321800,2817,20,-8.035597801208496
1609,322000,2818,20,-7.80460786819458
1610,322200,2819,36,-4.975005149841309
1611,322400,2823,15,-6.15461540222168
1612,322600,2824,47,-5.296286582946777
1613,322800,2825,138,-4.7044572830200195
1614,323000,2827,118,-4.804998874664307
1615,323200,2829,52,-7.670177459716797
1616,323400,2830,59,-6.324179172515869
1617,323600,2831,59,-3.75740122795105
1618,323800,2834,47,-8.248531341552734
1619,324000,2835,100,-7.52078914642334
1620,324200,2838,60,-8.99802017211914
1621,324400,2840,144,-7.703608512878418
1622,324600,2842,117,-9.383028030395508
1623,324800,2844,16,-8.851944923400879
1624,325000,2845,16,-9.36196517944336
1625,325200,2846,16,-5.999939441680908
1626,325400,2849,26,-12.059619903564453
1627,325600,2851,31,-12.95196533203125
1628,325800,2853,54,-13.432538986206055
1629,326000,2854,133,-13.295059204101562
1630,326200,2855,133,-12.639211654663086
1631,326400,2856,133,-11.150166511535645
1632,326600,2858,56,-11.573935508728027
1633,326800,2860,12,-11.069024085998535
1634,327000,2861,43,-8.733983039855957
1635,327200,2862,43,-8.698556900024414
1636,327400,2863,65,-8.295302391052246
1637,327600,2864,78,-9.66782283782959
1638,327800,2866,127,-10.73952579498291
1639,328000,2869,140,-15.430323600769043
1640,328200,2871,110,-14.63873291015625
1641,328400,2872,173,-17.066940307617188
1642,328600,2876,28,-15.807004928588867
1643,328800,2877,31,-14.667622566223145
1644,329000,2879,6,-10.191661834716797
1645,329200,2880,87,-7.446557998657227
1646,329400,2882,47,-11.387308120727539
1647,329600,2885,44,-15.200407981872559
1648,329800,2886,44,-14.49799919128418
1649,330000,2887,44,-14.93053913116455
1650,330200,2888,44,-16.30472183227539
1651,330400,2889,149,-9.821030616760254
1652,330600,2891,61,0.3581535816192627
1653,330800,2893,53,-2.7640273571014404
1654,331000,2894,53,-4.16021203994751
1655,331200,2895,53,-4.266645908355713
1656,331400,2897,39,-7.213004112243652
1657,331600,2898,78,-12.359652519226074
1658,331800,2900,160,-9.837458610534668
1659,332000,2905,31,-12.205665588378906
1660,332200,2907,35,-12.24409008026123
1661,332400,2908,73,-10.647279739379883
1662,332600,2909,73,-7.509119033813477
1663,332800,2913,46,-7.707341194152832
1664,333000,2916,66,-7.848942756652832
1665,333200,2917,66,-6.845235347747803
1666,333400,2922,17,-9.507469177246094
1667,333600,2923,58,-10.202508926391602
1668,333800,2925,67,-11.591537475585938
1669,334000,2926,122,-9.211706161499023
1670,334200,2927,160,-6.629364013671875
1671,334400,2928,160,-7.609548568725586
1672,334600,2929,160,-4.157305717468262
1673,334800,2931,89,-6.529284477233887
1674,335000,2932,162,-7.280454635620117
1675,335200,2933,162,-7.2664384841918945
1676,335400,2935,38,-7.9130706787109375
1677,335600,2937,112,-8.148482322692871
1678,335800,2939,66,-7.861909866333008
1679,336000,2941,14,-7.5852556228637695
1680,336200,2943,51,-5.689530849456787
1681,336400,2944,68,-2.8058905601501465
1682,336600,2946,39,-3.3330345153808594
1683,336800,2947,39,-1.9068690538406372
1684,337000,2948,193,-1.7405951023101807
1685,337200,2950,10,-2.2165608406066895
1686,337400,2953,11,-4.0212483406066895
1687,337600,2955,80,-7.088966369628906
1688,337800,2956,80,-3.971944808959961
1689,338000,2957,96,-2.4876346588134766
1690,338200,2959,155,-7.316994667053223
1691,338400,2960,155,-9.40352725982666
1692,338600,2962,40,-4.885939598083496
1693,338800,2963,149,-9.210533142089844
1694,339000,2966,25,-9.969409942626953
1695,339200,2968,22,-9.693373680114746
1696,339400,2970,2,-9.694595336914062
1697,339600,2971,2,-10.664261817932129
1698,339800,2972,2,-8.345945358276367
1699,340000,2973,72,-10.9349946975708
1700,340200,2977,59,-13.72947883605957
1701,340400,2979,25,-16.58611297607422
1702,340600,2981,100,-13.544239044189453
1703,340800,2982,130,-13.630048751831055
1704,341000,2984,26,-15.849152565002441
1705,341200,2985,26,-10.604307174682617
1706,341400,2986,143,-6.961788654327393
1707,341600,2988,57,-2.67223916053772
1708,341800,2990,103,-7.476336399714152
1709,342000,2991,103,-5.227927176157634
1710,342200,2992,131,-6.979208469390869
1711,342400,2996,44,-7.679172515869141
1712,342600,2998,64,-6.914538860321045
1713,342800,2999,64,-5.188111782073975
1714,343000,3000,123,-6.865029811859131
1715,343200,3001,141,-5.192996978759766
1716,343400,3003,79,-6.259089469909668
1717,343600,3004,153,-10.207293510437012
1718,343800,3006,63,-11.574705123901367
1719,344000,3008,41,-9.220582962036133
1720,344200,3009,113,-12.739063262939453
1721,344400,3010,113,-8.700821876525879
1722,344600,3015,12,-13.770890235900879
1723,344800,3016,140,-13.072358131408691
1724,345000,3018,19,-8.781283378601074
1725,345200,3019,198,-11.717185974121094
1726,345400,3020,198,-13.458539009094238
1727,345600,3022,36,-12.212234497070312
1728,345800,3024,19,-12.433743476867676
1729,346000,3026,9,-18.722896575927734
1730,346200,3027,9,-14.19784927368164
1731,346400,3028,9,-14.014385223388672
1732,346600,3029,151,-11.99185848236084
1733,346800,3030,151,0.4263683259487152
1734,347000,3032,76,0.037039414048194885
1735,347200,3034,63,3.2071080207824707
1736,347400,3035,116,3.6403350830078125
1737,347600,3039,30,1.5958380699157715
1738,347800,3040,65,-12.46422004699707
1739,348000,3042,45,-15.804973602294922
1740,348200,3046,40,-12.596314430236816
1741,348400,3048,57,-14.685614585876465
1742,348600,3049,57,-7.6227288246154785
1743,348800,3051,78,-6.144865989685059
1744,349000,3052,123,-5.594712257385254
1745,349200,3053,153,-8.673142433166504
1746,349400,3055,47,-5.221637725830078
1747,349600,3057,127,-13.298940658569336
1748,349800,3058,127,-12.62270736694336
1749,350000,3060,27,-13.52560043334961
1750,350200,3061,153,-10.941851615905762
1751,350400,3063,123,-12.88818073272705
1752,350600,3064,129,-7.775806903839111
1753,350800,3066,102,-8.9085054397583
1754,351000,3067,112,-10.068849563598633
1755,351200,3069,79,-11.691522598266602
1756,351400,3071,74,-13.19355297088623
1757,351600,3072,163,-9.168350219726562
1758,351800,3074,55,-11.21635913848877
1759,352000,3076,61,-6.060277462005615
1760,352200,3077,114,-4.210588455200195
1761,352400,3080,45,-6.357564449310303
1762,352600,3082,8,-9.041603088378906
1763,352800,3083,64,-7.940300901730855
1764,353000,3084,142,55.94975293477376
1765,353200,3085,158,38.33739649454753
1766,353400,3086,158,-3.9429591089487075
1767,353600,3087,158,-8.955077234903971
1768,353800,3088,158,-5.493284225463867
1769,354000,3089,158,8.442048199971516
1770,354200,3091,60,8.147387504577637
1771,354400,3094,64,9.757561683654785
1772,354600,3095,80,6.310909271240234
1773,354800,3096,80,17.627674102783203
1774,355000,3099,24,9.926695823669434
1775,355200,3100,141,3.2813286781311035
1776,355400,3103,23,3.2642979621887207
1777,355600,3104,23,8.470076560974121
1778,355800,3107,20,-8.307768821716309
1779,356000,3109,62,-8.31519603729248
1780,356200,3110,62,16.840648651123047
1781,356400,3112,31,12.005622863769531
1782,356600,3113,31,3.453636407852173
1783,356800,3115,126,2.1497507095336914
1784,357000,3116,126,2.986726760864258
1785,357200,3117,126,-6.014723777770996
1786,357400,3118,126,2.501399040222168
1787,357600,3120,103,-7.603566646575928
1788,357800,3122,87,-0.06683507561683655
1789,358000,3123,87,1.348097562789917
1790,358200,3124,87,11.210233688354492
1791,358400,3125,87,19.415891647338867
1792,358600,3128,42,23.627382278442383
1793,358800,3130,21,26.964780807495117
1794,359000,3131,21,36.11797332763672
1795,359200,3133,36,33.49614715576172
1796,359400,3135,2,2.5470902919769287
1797,359600,3136,54,-4.140209197998047
1798,359800,3137,54,9.606874465942383
1799,360000,3138,54,8.270919799804688
1800,360200,3140,12,-0.1173696517944336
1801,360400,3142,17,13.087395668029785
1802,360600,3143,160,15.216583251953125
1803,360800,3144,164,4.260189056396484
1804,361000,3145,164,5.881611347198486
1805,361200,3147,27,-0.5009475350379944
1806,361400,3148,27,-2.867340087890625
1807,361600,3149,27,0.8920576572418213
1808,361800,3150,27,23.30493927001953
1809,362000,3151,30,22.42129898071289
1810,362200,3152,30,22.033437728881836
1811,362400,3153,153,32.03575134277344
1812,362600,3154,153,29.041065216064453
1813,362800,3155,153,20.358123779296875
1814,363000,3156,153,23.181133270263672
1815,363200,3158,120,9.936519622802734
1816,363400,3159,120,-0.8013805150985718
1817,363600,3162,72,6.950586318969727
1818,363800,3163,72,8.029187202453613
1819,364000,3164,72,4.357355117797852
1820,364200,3165,183,-1.079019546508789
1821,364400,3166,183,2.679074764251709
1822,364600,3168,108,8.665372848510742
1823,364800,3169,108,6.4559502601623535
1824,365000,3171,54,4.05618143081665
1825,365200,3172,88,12.59333324432373
1826,365400,3174,113,-5.06671142578125
1827,365600,3175,113,-13.064909934997559
1828,365800,3177,96,-10.383960723876953
1829,366000,3178,96,-4.722894668579102
1830,366200,3179,96,-9.83055305480957
1831,366400,3181,37,-2.4384279251098633
1832,366600,3182,149,9.57869815826416
1833,366800,3184,138,-0.24430173635482788
1834,367000,3185,138,-1.2264759540557861
1835,367200,3187,30,4.253499984741211
1836,367400,3188,30,-3.1873316764831543
1837,367600,3190,60,0.31708264350891113
1838,367800,3191,113,13.424342155456543
1839,368000,3192,113,24.380699157714844
1840,368200,3194,71,18.37857437133789
1841,368400,3195,71,19.242324829101562
1842,368600,3196,71,9.876944541931152
1843,368800,3198,30,20.02930450439453
1844,369000,3199,31,2.2305164337158203
1845,369200,3200,31,-4.455136299133301
1846,369400,3201,78,1.669035792350769
1847,369600,3203,50,5.387940406799316
1848,369800,3204,126,-5.825414657592773
1849,370000,3206,23,-4.433477878570557
1850,370200,3207,23,-9.632564544677734
1851,370400,3208,23,19.20404052734375
1852,370600,3209,27,12.29147720336914
1853,370800,3210,71,9.022377967834473
1854,371000,3211,71,11.802974700927734
1855,371200,3212,71,12.568561553955078
1856,371400,3213,71,5.827886581420898
1857,371600,3216,3,9.358808517456055
1858,371800,3218,80,11.795844078063965
1859,372000,3219,178,8.047274589538574
1860,372200,3220,178,18.02700424194336
1861,372400,3222,155,-0.0057716965675354
1862,372600,3223,155,1.3475730419158936
1863,372800,3227,15,2.765562057495117
1864,373000,3228,15,3.7131600379943848
1865,373200,3230,47,2.096991777420044
1866,373400,3232,104,12.671180725097656
1867,373600,3235,69,-5.676715850830078
1868,373800,3236,69,-3.588132381439209
1869,374000,3239,38,-4.533994674682617
1870,374200,3240,65,-9.073186874389648
1871,374400,3241,116,-9.281404495239258
1872,374600,3243,30,-3.8005943298339844
1873,374800,3244,75,-3.32440185546875
1874,375000,3245,170,12.325151443481445
1875,375200,3247,8,15.650558471679688
1876,375400,3248,8,42.5528678894043
1877,375600,3249,15,30.44105339050293
1878,375800,3250,166,51.165130615234375
1879,376000,3253,17,35.583526611328125
1880,376200,3255,91,22.25581932067871
1881,376400,3256,183,34.716278076171875
1882,376600,3258,156,13.469280242919922
1883,376800,3259,156,16.06432450612386
1884,377000,3261,7,-8.982147057851156
1885,377200,3262,7,-28.705539194742837
1886,377400,3263,77,-27.062206331888834
1887,377600,3265,55,-23.86713670094808
1888,377800,3266,65,-25.39703941345215
1889,378000,3268,77,-13.487189292907715
1890,378200,3269,105,-6.359659671783447
1891,378400,3272,11,-6.932094573974609
1892,378600,3273,11,1.3740161657333374
1893,378800,3275,58,-9.364969253540039
1894,379000,3276,116,-8.967693328857422
1895,379200,3277,116,-5.990330696105957
1896,379400,3279,54,-1.2893426418304443
1897,379600,3280,54,5.7602128982543945
1898,379800,3281,101,1.4060630798339844
1899,380000,3283,19,2.969287633895874
1900,380200,3284,19,-1.9159350395202637
1901,380400,3286,19,1.1164953708648682
1902,380600,3287,64,-9.223983764648438
1903,380800,3288,64,7.7787933349609375
1904,381000,3290,13,1.7627630233764648
1905,381200,3292,61,5.081286430358887
1906,381400,3293,182,1.6309300661087036
1907,381600,3295,88,5.626028537750244
1908,381800,3296,187,-5.9653000831604
1909,382000,3298,25,-3.784463405609131
1910,382200,3299,150,-2.553351879119873
1911,382400,3302,34,-1.2967547178268433
1912,382600,3303,77,-1.3021750450134277
1913,382800,3304,77,-0.5498172044754028
1914,383000,3305,77,12.065142631530762
1915,383200,3307,32,12.629786491394043
1916,383400,3309,1,8.976558685302734
1917,383600,3310,1,5.315800666809082
1918,383800,3311,1,5.206833839416504
1919,384000,3312,107,-0.001842588186264038
1920,384200,3313,123,0.7544851303100586
1921,384400,3314,123,0.23130851984024048
1922,384600,3315,138,-5.006752014160156
1923,384800,3316,138,-4.7235517501831055
1924,385000,3317,138,-8.016103744506836
1925,385200,3318,138,-14.24220085144043
1926,385400,3320,66,-8.604706764221191
1927,385600,3321,66,13.26577377319336
1928,385800,3325,73,3.3873894214630127
1929,386000,3326,73,20.876855850219727
1930,386200,3327,73,17.43634033203125
1931,386400,3328,73,10.731668472290039
1932,386600,3330,35,11.630462646484375
1933,386800,3331,35,12.315585136413574
1934,387000,3332,35,2.1253693103790283
1935,387200,3334,96,0.7636946439743042
1936,387400,3335,96,10.848794937133789
1937,387600,3336,153,5.994450569152832
1938,387800,3338,2,9.6668701171875
1939,388000,3339,2,31.359682083129883
1940,388200,3340,144,8.680694580078125
1941,388400,3343,24,5.83320951461792
1942,388600,3345,35,12.085455894470215
1943,388800,3349,51,10.135858535766602
1944,389000,3350,173,-1.4834704399108887
1945,389200,3354,40,-3.581636428833008
1946,389400,3355,40,-0.7471027374267578
1947,389600,3357,20,-4.977664470672607
1948,389800,3358,20,-1.5441536903381348
1949,390000,3359,20,-5.13534688949585
1950,390200,3361,136,-7.336674213409424
1951,390400,3363,68,-2.199878215789795
1952,390600,3364,68,6.455679416656494
1953,390800,3366,8,0.0020931363105773926
1954,391000,3367,122,-1.074810266494751
1955,391200,3369,123,-1.1088138818740845
1956,391400,3370,123,6.949301719665527
1957,391600,3371,123,5.927544593811035
1958,391800,3372,123,12.883259773254395
1959,392000,3373,123,10.329997062683105
1960,392200,3375,55,7.797827243804932
1961,392400,3376,55,1.9512025117874146
1962,392600,3377,70,-8.645090103149414
1963,392800,3378,96,-16.853195190429688
1964,393000,3379,96,-17.74982452392578
1965,393200,3380,96,-10.022242546081543
1966,393400,3381,197,-13.256176948547363
1967,393600,3383,50,4.702225685119629
1968,393800,3385,96,8.280324935913086
1969,394000,3386,96,21.907726287841797
1970,394200,3387,127,3.805560350418091
1971,394400,3388,127,19.98324966430664
1972,394600,3390,183,9.284627914428711
1973,394800,3392,149,10.613662719726562
1974,395000,3394,131,4.722475528717041
1975,395200,3395,131,8.364545822143555
1976,395400,3396,131,-3.355644941329956
1977,395600,3397,131,8.216384887695312
1978,395800,3399,108,5.894903182983398
1979,396000,3401,8,9.771970748901367
1980,396200,3403,118,10.819129943847656
1981,396400,3404,118,10.617598533630371
1982,396600,3406,57,-1.4567983150482178
1983,396800,3407,123,-1.771140694618225
1984,397000,3410,8,-5.712679386138916
1985,397200,3411,93,-8.09022331237793
1986,397400,3412,93,-7.810528755187988
1987,397600,3414,92,-7.514983177185059
1988,397800,3415,92,-8.167984008789062
1989,398000,3416,181,-8.315465927124023
1990,398200,3417,181,-3.444507598876953
1991,398400,3420,15,-4.455998420715332
1992,398600,3423,21,-2.623965263366699
1993,398800,3424,176,-2.40559458732605
1994,399000,3426,112,0.9971457719802856
1995,399200,3427,112,19.40686798095703
1996,399400,3428,112,12.00413990020752
1997,399600,3429,112,9.293878555297852
1998,399800,3431,129,9.805549621582031
1999,400000,3432,129,10.199750900268555
2000,400200,3434,45,1.0824058373769125
2001,400400,3435,45,39.18169848124186
2002,400600,3438,50,54.04419021606445
2003,400800,3439,170,41.83910090128581
2004,401000,3441,74,28.50572566986084
