,Time Step,Episode,Step in Episode,Shield Loss
2549,510000,4290,5,-6.198883056640625e-06
2550,510200,4291,5,2.384185791015625e-07
2551,510400,4293,1,5.513429641723633e-06
2552,510600,4294,65,-1.2699015140533447
2553,510800,4295,180,3.2614927291870117
2554,511000,4296,180,8.571849822998047
2555,511200,4299,47,11.465362548828125
2556,511400,4301,112,9.620353698730469
2557,511600,4302,112,8.497447967529297
2558,511800,4304,104,10.613037109375
2559,512000,4305,104,0.5608184337615967
2560,512200,4308,10,0.6606283187866211
2561,512400,4310,56,0.6956076622009277
2562,512600,4312,13,4.082918167114258e-06
2563,512800,4313,13,-8.791685104370117e-07
2564,513000,4315,104,5.9604644775390625e-06
2565,513200,4317,143,-1.7398972511291504
2566,513400,4319,167,-1.8748290538787842
2567,513600,4320,167,-2.2339377403259277
2568,513800,4323,34,-1.9116319417953491
2569,514000,4325,11,-2.151517391204834
2570,514200,4326,190,-1.1585652828216553e-06
2571,514400,4327,190,3.4524128437042236
2572,514600,4329,148,-1.2778254747390747
2573,514800,4331,36,-5.532066345214844
2574,515000,4332,170,-5.303709983825684
2575,515200,4333,170,-6.396079063415527
2576,515400,4336,3,-2.9993057250976562
2577,515600,4337,106,-3.4667932987213135
2578,515800,4338,122,-0.2875175476074219
2579,516000,4340,91,-0.2997429370880127
2580,516200,4341,91,-0.2905852198600769
2581,516400,4343,129,-0.3050870895385742
2582,516600,4344,129,-1.233816146850586e-05
2583,516800,4346,55,-9.581446647644043e-06
2584,517000,4347,55,5.960464477539063e-08
2585,517200,4348,55,0.49453216791152954
2586,517400,4350,59,0.041393913328647614
2587,517600,4351,59,6.394876480102539
2588,517800,4352,185,-0.580039381980896
2589,518000,4354,28,-4.20479679107666
2590,518200,4356,72,-1.9593193531036377
2591,518400,4357,72,-4.805751800537109
2592,518600,4359,102,-3.9546380043029785
2593,518800,4360,102,-4.308601379394531
2594,519000,4361,102,7.748603820800781e-07
2595,519200,4362,108,2.089226245880127
2596,519400,4364,30,-5.797110557556152
2597,519600,4365,122,-6.555092811584473
2598,519800,4366,171,-4.304136753082275
2599,520000,4367,184,-2.417569160461426
2600,520200,4370,35,-2.2728688716888428
2601,520400,4372,62,2.981778860092163
2602,520600,4373,62,0.0699368566274643
2603,520800,4374,62,-2.682859420776367
2604,521000,4375,62,1.7800824642181396
2605,521200,4376,62,-5.513429641723633e-06
2606,521400,4377,62,0.0
2607,521600,4378,62,0.48828125
2608,521800,4379,116,-0.9298852682113647
2609,522000,4382,19,0.23064440488815308
2610,522200,4383,171,0.3850976824760437
2611,522400,4385,153,0.6979760527610779
2612,522600,4388,2,-0.2671550512313843
2613,522800,4389,74,1.7881393432617188e-06
2614,523000,4392,28,5.662441253662109e-06
2615,523200,4394,19,-1.558661460876465e-05
2616,523400,4395,23,-0.967818558216095
2617,523600,4396,144,-0.8626822233200073
2618,523800,4398,81,-1.352867603302002
2619,524000,4399,92,-1.5929034948349
2620,524200,4402,17,-2.609402894973755
2621,524400,4403,17,-1.7966476678848267
2622,524600,4404,87,-4.679717063903809
2623,524800,4405,184,-4.499027729034424
2624,525000,4407,3,-4.63169002532959
2625,525200,4408,182,-4.443292140960693
2626,525400,4410,132,-3.8820302486419678
2627,525600,4412,36,-6.258487701416016e-07
2628,525800,4414,36,-1.5810132026672363e-05
2629,526000,4415,36,-8.195638656616211e-07
2630,526200,4416,120,8.642673492431641e-07
2631,526400,4417,120,-8.821487426757812e-06
2632,526600,4419,67,6.318092346191406e-06
2633,526800,4422,9,9.08970832824707e-06
2634,527000,4424,53,-7.033348083496094e-06
2635,527200,4426,111,-1.3560056686401367e-06
2636,527400,4427,111,-6.765127182006836e-06
2637,527600,4428,111,9.205493927001953
2638,527800,4430,8,8.330392837524414
2639,528000,4431,192,6.562362194061279
2640,528200,4434,19,8.439981460571289
2641,528400,4435,91,9.8930025100708
2642,528600,4436,91,-2.384185791015625e-06
2643,528800,4437,173,0.9910644292831421
2644,529000,4439,83,-3.12723445892334
2645,529200,4440,83,-3.8061680793762207
2646,529400,4441,108,-6.448362827301025
2647,529600,4442,124,-8.303781509399414
2648,529800,4443,124,-9.432254791259766
2649,530000,4444,124,-8.039231300354004
2650,530200,4446,11,-6.138278961181641
2651,530400,4447,11,-4.394546985626221
2652,530600,4449,77,-0.7369614839553833
2653,530800,4450,77,2.8801164627075195
2654,531000,4452,28,2.2979252338409424
2655,531200,4455,10,2.7249481678009033
2656,531400,4457,56,1.8879934549331665
2657,531600,4458,60,1.3890882730484009
2658,531800,4459,60,-2.000124931335449
2659,532000,4461,33,-2.3320629596710205
2660,532200,4462,177,-2.1293394565582275
2661,532400,4465,125,-0.3364349603652954
2662,532600,4466,186,2.4437904357910156e-06
2663,532800,4470,33,2.086162567138672e-06
2664,533000,4471,50,-4.504327774047852
2665,533200,4473,26,-4.027644157409668
2666,533400,4474,26,-4.633517742156982
2667,533600,4475,26,-1.1983031034469604
2668,533800,4477,6,-5.421716213226318
2669,534000,4478,184,-0.0014761686325073242
2670,534200,4480,166,-0.41118210554122925
2671,534400,4483,10,0.1984863132238388
2672,534600,4484,10,-0.7941255569458008
2673,534800,4485,144,-1.0314308404922485
2674,535000,4487,89,-0.5832007527351379
2675,535200,4488,89,-1.0522468090057373
2676,535400,4491,68,9.194016456604004e-06
2677,535600,4492,68,-7.078051567077637e-06
2678,535800,4494,29,3.7997961044311523e-06
2679,536000,4495,29,2.7567148208618164e-06
2680,536200,4496,93,5.260109901428223e-06
2681,536400,4498,5,1.2367963790893555e-05
2682,536600,4499,5,-1.1324882507324219e-05
2683,536800,4501,39,1.7285346984863281e-06
2684,537000,4502,129,-3.4421682357788086e-06
2685,537200,4503,129,-3.3080577850341797e-06
2686,537400,4505,73,2.7120113372802734e-06
2687,537600,4506,73,5.900859832763672e-06
2688,537800,4507,142,-1.2367963790893555e-06
2689,538000,4508,142,-4.5299530029296875e-06
2690,538200,4509,153,8.285045623779297e-06
2691,538400,4511,99,-0.8660268783569336
2692,538600,4512,99,-0.8487883806228638
2693,538800,4514,52,-0.8667864799499512
2694,539000,4516,22,-5.568711280822754
2695,539200,4517,22,-6.237827777862549
2696,539400,4518,70,-6.790225982666016
2697,539600,4519,100,-6.803133010864258
2698,539800,4520,100,-7.620036602020264
2699,540000,4522,83,-2.58552885055542
2700,540200,4524,48,-1.7456530332565308
2701,540400,4525,48,-0.9434970617294312
2702,540600,4526,160,-1.1116266250610352e-05
2703,540800,4527,179,-2.115964889526367e-06
2704,541000,4528,179,3.635500907897949
2705,541200,4530,16,5.8899126052856445
2706,541400,4533,57,6.931325435638428
2707,541600,4534,57,5.049703598022461
2708,541800,4535,57,4.368875026702881
2709,542000,4536,142,6.165374755859375
2710,542200,4538,95,3.2335519790649414e-06
2711,542400,4539,95,-3.6656856536865234e-06
2712,542600,4541,181,-3.0547380447387695e-06
2713,542800,4543,37,-3.4046685695648193
2714,543000,4544,154,-3.241596221923828
2715,543200,4545,154,-3.63724422454834
2716,543400,4547,62,-4.380545616149902
2717,543600,4549,77,-3.956556558609009
2718,543800,4550,77,-1.4799736738204956
2719,544000,4551,77,-1.6859960556030273
2720,544200,4552,131,-1.536978006362915
2721,544400,4555,32,-3.4365758895874023
2722,544600,4556,34,-3.910069465637207
2723,544800,4557,152,-4.288159370422363
2724,545000,4559,65,-3.931844472885132
2725,545200,4561,77,-3.5662331581115723
2726,545400,4562,142,-0.8580824136734009
2727,545600,4563,192,-1.41111421585083
2728,545800,4564,192,-3.32869291305542
2729,546000,4566,63,-3.2091407775878906
2730,546200,4567,63,-0.4701671004295349
2731,546400,4568,135,-2.887803554534912
2732,546600,4570,32,-1.537370204925537
2733,546800,4571,156,-2.0095577239990234
2734,547000,4572,156,11.110673904418945
2735,547200,4574,117,8.711202621459961
2736,547400,4577,34,9.766523361206055
2737,547600,4580,28,11.284494400024414
2738,547800,4582,66,14.067740440368652
2739,548000,4584,147,-1.1653822660446167
2740,548200,4586,89,-1.2255222797393799
2741,548400,4587,89,-4.291534423828125e-06
2742,548600,4590,1,6.3478946685791016e-06
2743,548800,4592,83,-1.1920928955078125e-06
2744,549000,4593,83,-4.559755325317383e-06
2745,549200,4594,83,1.0967254638671875e-05
2746,549400,4595,83,-4.470348358154297e-06
2747,549600,4597,48,-1.1324882507324219e-06
2748,549800,4598,48,-6.973743438720703e-06
2749,550000,4599,194,1.2293457984924316e-06
2750,550200,4602,87,0.17931179702281952
2751,550400,4604,54,0.3669717609882355
2752,550600,4605,68,-1.439160943031311
2753,550800,4606,68,-1.6381291151046753
2754,551000,4608,39,-1.0441572666168213
2755,551200,4609,127,-1.540560245513916
2756,551400,4610,127,-1.6906486749649048
2757,551600,4611,127,6.9141387939453125e-06
2758,551800,4614,68,-3.733311653137207
2759,552000,4615,105,-8.498908042907715
2760,552200,4616,162,-8.335810661315918
2761,552400,4618,140,-6.28104305267334
2762,552600,4620,154,-4.20421838760376
2763,552800,4621,154,-3.0307517051696777
2764,553000,4623,72,-0.3467985987663269
2765,553200,4624,97,-0.3404008150100708
2766,553400,4625,97,-0.4069865643978119
2767,553600,4626,139,-1.286813497543335
2768,553800,4628,59,-1.1127076148986816
2769,554000,4629,127,-1.084418773651123
2770,554200,4631,118,-1.017500638961792
2771,554400,4634,32,-0.7850266098976135
2772,554600,4637,5,-0.2543239891529083
2773,554800,4638,91,-0.2201034426689148
2774,555000,4639,91,3.159046173095703e-06
2775,555200,4640,125,5.960464477539062e-07
2776,555400,4641,125,1.7881393432617188e-06
2777,555600,4643,104,-3.632293224334717
2778,555800,4644,104,-5.480381965637207
2779,556000,4645,104,-5.6299614906311035
2780,556200,4647,66,-5.497291088104248
2781,556400,4648,180,-4.120448589324951
2782,556600,4649,180,3.0249357223510742e-06
2783,556800,4650,180,-4.231929779052734e-06
2784,557000,4651,180,2.9569482803344727
2785,557200,4652,180,4.853610515594482
2786,557400,4655,44,5.378630638122559
2787,557600,4656,44,5.375366687774658
2788,557800,4657,119,5.481475353240967
2789,558000,4659,121,5.115510940551758
2790,558200,4661,59,-4.27294397354126
2791,558400,4662,59,-5.430086135864258
2792,558600,4663,59,-5.322230339050293
2793,558800,4665,10,-7.338117599487305
2794,559000,4666,10,-5.284030914306641
2795,559200,4667,10,-6.768796920776367
2796,559400,4668,10,-6.717476844787598
2797,559600,4669,48,-10.749007225036621
2798,559800,4670,56,-17.48195457458496
2799,560000,4671,107,-14.209155082702637
2800,560200,4672,108,-22.871963500976562
2801,560400,4675,29,-17.944730758666992
2802,560600,4677,27,-12.379493713378906
2803,560800,4679,144,-7.871816635131836
2804,561000,4680,144,-6.508663177490234
2805,561200,4682,53,3.933906555175781e-06
2806,561400,4684,51,-0.24194447696208954
2807,561600,4685,51,-0.2909882664680481
2808,561800,4686,108,-0.3216915726661682
2809,562000,4687,108,-0.3116893768310547
2810,562200,4688,122,-6.764883518218994
2811,562400,4691,49,-6.621372222900391
2812,562600,4692,182,-5.4983296394348145
2813,562800,4693,182,-6.530077934265137
2814,563000,4697,41,-4.273891925811768
2815,563200,4698,130,-0.2542034983634949
2816,563400,4700,99,-1.1689655780792236
2817,563600,4701,99,-1.3943061828613281
2818,563800,4702,99,-1.478579044342041
2819,564000,4704,104,-6.032257556915283
2820,564200,4705,104,-7.061359882354736
2821,564400,4706,113,-5.225077152252197
2822,564600,4707,113,-5.173696517944336
2823,564800,4709,41,-5.4977569580078125
2824,565000,4710,60,-4.153206825256348
2825,565200,4711,83,-3.449692726135254
2826,565400,4713,93,-3.0333027839660645
2827,565600,4715,22,-2.7996044158935547
2828,565800,4716,22,-1.8101881742477417
2829,566000,4717,22,3.993511199951172e-06
2830,566200,4720,42,5.2675604820251465e-06
2831,566400,4721,64,2.4139881134033203e-06
2832,566600,4722,169,-0.9252328872680664
2833,566800,4724,72,-0.8715599775314331
2834,567000,4726,13,-1.0252940654754639
2835,567200,4727,137,-1.1175589561462402
2836,567400,4729,109,-1.023297667503357
2837,567600,4730,109,-0.2703222930431366
2838,567800,4734,5,-0.7156600952148438
2839,568000,4735,31,-2.6731505393981934
2840,568200,4737,161,-2.519144058227539
2841,568400,4739,79,-3.08453369140625
2842,568600,4740,79,-2.907989501953125
2843,568800,4744,60,-2.5778605937957764
2844,569000,4745,60,-0.524949848651886
2845,569200,4747,127,-0.5179042220115662
2846,569400,4749,78,-4.395842552185059e-06
2847,569600,4750,128,-1.5633809566497803
2848,569800,4751,177,-1.8888359069824219
2849,570000,4754,18,-2.7962207794189453
2850,570200,4756,52,-2.683527946472168
2851,570400,4757,145,-2.6611459255218506
2852,570600,4759,121,-1.0142611265182495
2853,570800,4760,159,-1.2443233728408813
2854,571000,4761,198,7.783731937408447
2855,571200,4763,77,1.6295597553253174
2856,571400,4764,77,-0.2858731746673584
2857,571600,4765,77,-2.931272506713867
2858,571800,4767,41,-0.9433872699737549
2859,572000,4770,7,2.105149984359741
2860,572200,4771,7,8.314847946166992e-06
2861,572400,4772,7,-5.900859832763672e-06
2862,572600,4773,7,1.3113021850585938e-05
2863,572800,4774,7,-7.033348083496094e-06
2864,573000,4775,85,-3.9082653522491455
2865,573200,4776,138,-3.0813534259796143
2866,573400,4778,59,-2.462904930114746
2867,573600,4779,59,-2.4461803436279297
2868,573800,4780,59,-2.3906514644622803
2869,574000,4781,59,5.364418029785156e-07
2870,574200,4783,113,-8.07642936706543e-06
2871,574400,4784,113,2.9206275939941406e-06
2872,574600,4785,136,-12.823119163513184
2873,574800,4787,67,-10.246444702148438
2874,575000,4788,67,-10.280762672424316
2875,575200,4789,67,-5.586968421936035
2876,575400,4791,54,-2.609732151031494
2877,575600,4792,190,7.2008137702941895
2878,575800,4795,44,7.846053123474121
2879,576000,4796,44,7.725770950317383
2880,576200,4797,54,0.04642936587333679
2881,576400,4799,42,0.07893497496843338
2882,576600,4801,126,0.4104992151260376
2883,576800,4803,66,3.3080577850341797e-06
2884,577000,4805,29,-0.3985881209373474
2885,577200,4806,29,5.418156623840332
2886,577400,4807,173,-1.6678811311721802
2887,577600,4808,194,-2.1398353576660156
2888,577800,4810,165,-2.299447536468506
2889,578000,4811,165,-1.8694276809692383
2890,578200,4812,165,-0.2645076513290405
2891,578400,4814,24,-0.28360337018966675
2892,578600,4815,189,-0.3031386435031891
2893,578800,4817,102,-8.344650268554688e-06
2894,579000,4818,102,5.21540641784668e-07
2895,579200,4819,102,3.2782554626464844e-06
2896,579400,4820,102,7.152557373046875e-06
2897,579600,4823,20,1.1622905731201172e-06
2898,579800,4824,109,3.159046173095703e-06
2899,580000,4825,109,-6.586313247680664e-06
2900,580200,4826,109,-3.2782554626464844e-06
2901,580400,4828,17,-1.0912487506866455
2902,580600,4829,192,-1.3617931604385376
2903,580800,4830,192,-1.8965619802474976
2904,581000,4831,192,-1.8936501741409302
2905,581200,4833,162,-1.3878470659255981
2906,581400,4834,162,-1.789527416229248
2907,581600,4835,162,-1.5497207641601562e-06
2908,581800,4836,162,-4.559755325317383e-06
2909,582000,4838,16,-1.385807991027832e-06
2910,582200,4839,193,-3.5762786865234375e-07
2911,582400,4841,55,-2.7620341777801514
2912,582600,4842,55,-2.7546584606170654
2913,582800,4843,148,-2.2662839889526367
2914,583000,4845,6,-10.928500175476074
2915,583200,4846,91,-10.28392219543457
2916,583400,4848,51,-9.414725303649902
2917,583600,4849,137,-7.7024736404418945
2918,583800,4850,150,-8.161787986755371
2919,584000,4852,102,-6.05095100402832
2920,584200,4854,89,-1.962278127670288
2921,584400,4857,33,-5.811452865600586e-06
2922,584600,4859,4,1.0311603546142578e-05
2923,584800,4860,91,1.576542854309082e-05
2924,585000,4862,23,5.960464477539062e-07
2925,585200,4865,56,2.9802322387695312e-06
2926,585400,4867,5,-0.5251603722572327
2927,585600,4868,17,-0.7476685643196106
2928,585800,4869,70,-0.7754082083702087
2929,586000,4872,22,-0.7217895984649658
2930,586200,4873,111,-0.7903731465339661
2931,586400,4875,83,-0.47651249170303345
2932,586600,4877,66,-0.4255610704421997
2933,586800,4879,75,1.6784576177597046
2934,587000,4882,32,-1.4994378089904785
2935,587200,4883,92,-1.6824607849121094
2936,587400,4884,149,-1.5260459184646606
2937,587600,4886,94,-1.6649737358093262
2938,587800,4887,182,-1.7654149532318115
2939,588000,4889,48,-0.657239556312561
2940,588200,4890,48,-0.3599030077457428
2941,588400,4891,48,-0.41746819019317627
2942,588600,4893,21,-0.45350953936576843
2943,588800,4895,57,-0.36426612734794617
2944,589000,4896,59,2.1457672119140625e-06
2945,589200,4898,137,2.771615982055664e-06
2946,589400,4899,137,5.3942203521728516e-06
2947,589600,4901,92,-1.7881393432617188e-06
2948,589800,4903,30,-1.1995434761047363e-05
2949,590000,4904,85,9.179115295410156e-06
2950,590200,4905,130,-9.47713851928711e-06
2951,590400,4907,47,6.303191184997559e-06
2952,590600,4909,1,7.867813110351562e-06
2953,590800,4910,1,-3.427267074584961e-06
2954,591000,4913,19,-0.824847936630249
2955,591200,4915,34,-3.514331579208374
2956,591400,4916,34,-3.4302878379821777
2957,591600,4917,34,-4.057555675506592
2958,591800,4919,51,-8.025239944458008
2959,592000,4920,51,-10.729541778564453
2960,592200,4921,146,-8.055602073669434
2961,592400,4923,66,-6.572274208068848
2962,592600,4925,30,-5.627497673034668
2963,592800,4926,86,-5.967126369476318
2964,593000,4928,109,-4.573734283447266
2965,593200,4930,93,-4.19947624206543
2966,593400,4932,95,-3.756124496459961
2967,593600,4933,95,-3.9262447357177734
2968,593800,4935,5,-1.0728836059570312e-05
2969,594000,4936,5,-7.18235969543457e-06
2970,594200,4938,27,-4.317468166351318
2971,594400,4939,190,-5.05756950378418
2972,594600,4942,51,-3.855678081512451
2973,594800,4944,14,-3.6746768951416016
2974,595000,4946,11,-3.3993515968322754
2975,595200,4947,136,-9.834766387939453e-06
2976,595400,4948,145,1.4632940292358398e-05
2977,595600,4950,118,-3.7654542922973633
2978,595800,4951,197,-5.421115875244141
2979,596000,4953,100,-6.339392185211182
2980,596200,4954,100,-7.439370632171631
2981,596400,4956,8,-6.776554584503174
2982,596600,4960,34,-1.014757752418518
2983,596800,4961,45,-1.2167556285858154
2984,597000,4962,119,-1.20145845413208
2985,597200,4963,119,-1.132867455482483
2986,597400,4964,119,-1.3785617351531982
2987,597600,4965,119,-2.570422649383545
2988,597800,4967,59,3.7997961044311523e-06
2989,598000,4969,45,3.5762786865234375e-06
2990,598200,4970,45,7.412532806396484
2991,598400,4971,191,0.23555177450180054
2992,598600,4972,191,2.5813956260681152
2993,598800,4973,191,0.012965679168701172
2994,599000,4975,91,-1.5594041347503662
2995,599200,4976,91,2.153552293777466
2996,599400,4977,121,-2.014296054840088
2997,599600,4979,126,-3.193682909011841
2998,599800,4981,103,-2.5436532497406006
2999,600000,4982,176,-2.9274368286132812
3000,600200,4985,29,-2.532574415206909
3001,600400,4986,120,-4.410743713378906e-06
3002,600600,4987,120,2.3543834686279297e-06
3003,600800,4989,45,-1.0222196578979492e-05
3004,601000,4990,139,9.432435035705566e-06
3005,601200,4992,43,7.450580596923828e-08
3006,601400,4993,83,-4.470348358154297e-06
3007,601600,4994,83,5.0067901611328125e-06
3008,601800,4995,112,6.4373016357421875e-06
3009,602000,4997,75,-1.2205642461776733
3010,602200,4998,75,-4.957762718200684
3011,602400,4999,145,-3.629593849182129
3012,602600,5002,49,-3.777407646179199
3013,602800,5003,49,-5.836431980133057
3014,603000,5006,7,-4.286562919616699
3015,603200,5007,89,-3.714691162109375
3016,603400,5010,16,-3.69370698928833
3017,603600,5011,16,-1.2395740747451782
3018,603800,5012,16,-1.193005084991455
3019,604000,5013,16,-0.6562062501907349
3020,604200,5017,46,-0.5148811936378479
3021,604400,5018,150,1.5497207641601562e-06
3022,604600,5020,54,-2.822002410888672
3023,604800,5021,60,-6.301036834716797
3024,605000,5022,60,-5.999068737030029
3025,605200,5023,60,-9.27088737487793
3026,605400,5025,25,-12.52863883972168
3027,605600,5026,31,-18.030811309814453
3028,605800,5027,72,-12.373170852661133
3029,606000,5028,186,-11.422264099121094
3030,606200,5029,186,-11.093748092651367
3031,606400,5030,192,-8.390952110290527
3032,606600,5032,27,-1.0837560892105103
3033,606800,5035,54,-2.0827791690826416
3034,607000,5036,139,-1.13680100440979
3035,607200,5037,139,-1.161746621131897
3036,607400,5039,7,-1.13371741771698
3037,607600,5041,29,-1.0003881454467773
3038,607800,5044,8,-0.9998644590377808
3039,608000,5045,8,6.204553127288818
3040,608200,5046,8,5.958371639251709
3041,608400,5048,14,6.747763156890869
3042,608600,5050,104,5.85015344619751
3043,608800,5051,104,7.2789177894592285
3044,609000,5052,104,4.129531383514404
3045,609200,5054,91,0.2073596715927124
3046,609400,5055,91,-0.9172090888023376
3047,609600,5057,45,-0.4587003290653229
3048,609800,5058,45,-2.6710948944091797
3049,610000,5059,45,-2.8762331008911133
3050,610200,5060,45,-5.662441253662109e-06
3051,610400,5062,62,2.905726432800293e-06
3052,610600,5064,89,-4.76837158203125e-07
3053,610800,5066,35,-5.245208740234375e-06
3054,611000,5067,35,-4.678964614868164e-06
3055,611200,5068,61,-1.0132789611816406e-06
3056,611400,5070,32,-2.860507011413574
3057,611600,5071,32,-3.5543177127838135
3058,611800,5073,63,-3.2263641357421875
3059,612000,5075,38,-2.933030366897583
3060,612200,5076,75,-2.8826801776885986
3061,612400,5077,98,-7.061950206756592
3062,612600,5079,110,-5.23722505569458
3063,612800,5080,110,-6.574273586273193
3064,613000,5082,100,-8.44472885131836
3065,613200,5084,76,-8.507126808166504
3066,613400,5085,111,-2.633049488067627
3067,613600,5088,30,-2.7869973182678223
3068,613800,5089,30,-2.555223226547241
3069,614000,5090,67,-2.6608078479766846
3070,614200,5092,145,-2.313396453857422
3071,614400,5093,145,-2.685253858566284
3072,614600,5095,5,-3.1477038860321045
3073,614800,5096,5,-3.0862321853637695
3074,615000,5097,5,4.872679710388184e-06
3075,615200,5098,77,-3.9637088775634766e-06
3076,615400,5099,77,8.640399932861328
3077,615600,5100,77,7.046442031860352
3078,615800,5101,88,-1.6786482334136963
3079,616000,5102,179,1.1447293758392334
3080,616200,5104,94,-0.4124898910522461
3081,616400,5105,166,-8.226375579833984
3082,616600,5107,8,-7.298035621643066
3083,616800,5108,8,-1.7917461395263672
3084,617000,5109,8,-2.0191195011138916
3085,617200,5111,7,-3.5762786865234375e-07
3086,617400,5112,7,0.021936148405075073
3087,617600,5113,75,-0.0005576610565185547
3088,617800,5116,6,0.012795060873031616
3089,618000,5118,19,0.022973746061325073
3090,618200,5119,19,0.010645076632499695
3091,618400,5120,19,0.007590651512145996
3092,618600,5121,19,-1.9073486328125e-06
3093,618800,5123,20,-5.3942203521728516e-06
3094,619000,5126,46,7.927417755126953e-06
3095,619200,5129,47,-3.2782554626464844e-06
3096,619400,5130,162,6.899237632751465e-06
3097,619600,5131,162,-4.231929779052734e-06
3098,619800,5133,75,-2.266636848449707
3099,620000,5134,75,-3.1260671615600586
3100,620200,5135,137,-3.982363224029541
3101,620400,5137,33,-4.051819324493408
3102,620600,5138,33,3.7126524448394775
3103,620800,5139,33,6.509646892547607
3104,621000,5142,44,7.31573486328125
3105,621200,5143,180,6.826267719268799
3106,621400,5144,180,5.522671699523926
3107,621600,5146,105,-3.0100345611572266e-06
3108,621800,5147,178,5.066394805908203e-07
3109,622000,5148,190,6.705522537231445e-07
3110,622200,5152,10,1.233816146850586e-05
3111,622400,5153,50,5.334615707397461e-06
3112,622600,5155,123,4.798173904418945e-06
3113,622800,5159,61,-0.8493263721466064
3114,623000,5161,56,-0.8212180733680725
3115,623200,5162,56,-0.8440117835998535
3116,623400,5163,56,-0.9679995775222778
3117,623600,5165,10,-1.0879161357879639
3118,623800,5166,69,-3.1739473342895508e-06
3119,624000,5167,189,-2.9802322387695312e-06
3120,624200,5169,103,6.407499313354492e-07
3121,624400,5170,109,-1.5655680894851685
3122,624600,5172,152,-1.6017459630966187
3123,624800,5175,37,-1.4778926372528076
3124,625000,5176,37,-1.4649587869644165
3125,625200,5177,110,-1.5084781646728516
3126,625400,5179,42,-0.27630770206451416
3127,625600,5180,101,-1.8477439880371094e-06
3128,625800,5181,101,4.189733028411865
3129,626000,5182,140,2.9188666343688965
3130,626200,5183,143,-0.30981290340423584
3131,626400,5185,118,-0.31449276208877563
3132,626600,5186,118,-1.6247398853302002
3133,626800,5189,8,-2.711740255355835
3134,627000,5191,58,-2.485597848892212
3135,627200,5192,58,5.289999485015869
3136,627400,5193,58,4.576476097106934
3137,627600,5194,58,7.439556121826172
3138,627800,5195,154,4.0594611167907715
3139,628000,5198,33,4.6534810066223145
3140,628200,5199,37,-9.977811813354492
3141,628400,5200,143,-7.285265922546387
3142,628600,5202,14,-9.164497375488281
3143,628800,5203,89,-10.495992660522461
3144,629000,5205,21,-10.501850128173828
3145,629200,5206,194,-3.0160045623779297
3146,629400,5207,194,-1.5830458402633667
3147,629600,5209,36,-1.011143684387207
3148,629800,5211,47,2.368115186691284
3149,630000,5212,70,2.1066627502441406
3150,630200,5213,152,2.4480249881744385
3151,630400,5217,17,3.6677002906799316
3152,630600,5218,76,2.6673078536987305e-06
3153,630800,5219,101,-6.073694229125977
3154,631000,5220,149,-6.021670341491699
3155,631200,5221,149,-6.820634841918945
3156,631400,5222,149,-10.006446838378906
3157,631600,5223,167,-15.17635726928711
3158,631800,5224,167,-8.441530227661133
3159,632000,5225,200,-10.550005912780762
3160,632200,5227,136,-8.407276153564453
3161,632400,5229,52,-7.2619404792785645
3162,632600,5230,52,2.8308448791503906
3163,632800,5232,41,1.797464370727539
3164,633000,5233,41,4.253744125366211
3165,633200,5234,41,3.2939229011535645
3166,633400,5236,120,4.155563831329346
3167,633600,5237,120,-4.6193599700927734e-06
3168,633800,5241,6,6.407499313354492e-06
3169,634000,5242,6,2.771615982055664e-06
3170,634200,5243,6,2.158038377761841
3171,634400,5244,6,1.8798584938049316
3172,634600,5245,71,2.0393903255462646
3173,634800,5246,102,0.9598238468170166
3174,635000,5248,87,0.23918762803077698
3175,635200,5250,58,1.591580867767334
3176,635400,5251,159,-1.3011810779571533
3177,635600,5252,159,-1.4382529258728027
3178,635800,5255,114,-0.6774348616600037
3179,636000,5256,118,-3.352895736694336
3180,636200,5258,115,-3.4415290355682373
3181,636400,5259,115,-3.8267831802368164
3182,636600,5260,115,-4.0216898918151855
3183,636800,5262,98,-4.343979835510254
3184,637000,5263,197,-2.8177735805511475
3185,637200,5264,197,-3.71347713470459
3186,637400,5268,52,-1.5677499771118164
3187,637600,5270,29,-1.064212679862976
3188,637800,5271,59,-0.06489333510398865
3189,638000,5272,90,-1.247759222984314
3190,638200,5273,97,-3.2709193229675293
3191,638400,5274,97,-4.656507968902588
3192,638600,5276,22,-4.560632228851318
3193,638800,5279,24,-3.770779609680176
3194,639000,5280,24,-0.29551422595977783
3195,639200,5281,181,-0.3017912805080414
3196,639400,5283,81,-0.27729809284210205
3197,639600,5284,98,-0.30823594331741333
3198,639800,5285,98,-7.420778274536133e-06
3199,640000,5286,98,8.344650268554688e-06
3200,640200,5287,165,4.798173904418945e-06
3201,640400,5289,28,-6.645917892456055e-06
3202,640600,5290,28,2.4793379306793213
3203,640800,5292,17,2.220541477203369
3204,641000,5293,68,-2.2948427200317383
3205,641200,5294,141,-2.032041549682617
3206,641400,5295,147,-7.771327018737793
3207,641600,5297,43,-9.309855461120605
3208,641800,5300,12,-7.435300350189209
3209,642000,5301,145,-3.9789812564849854
3210,642200,5304,77,-3.7197890281677246
3211,642400,5306,104,4.708766937255859e-06
3212,642600,5307,165,0.2881357669830322
3213,642800,5310,16,0.33178216218948364
3214,643000,5312,30,1.0472712516784668
3215,643200,5314,26,1.1220678091049194
3216,643400,5316,37,1.3769729137420654
3217,643600,5317,121,7.8937788009643555
3218,643800,5319,150,-4.102687835693359
