,Time Step,Episode,Step in Episode,Shield Loss
1225,245200,2406,67,-20.62812182108561
1226,245400,2409,31,-15.136112944285076
1227,245600,2410,31,-19.90665365854899
1228,245800,2411,34,-18.388061332702637
1229,246000,2413,90,-22.414967091878257
1230,246200,2415,13,-19.190410741170247
1231,246400,2416,13,-10.986742814381918
1232,246600,2418,37,-13.620200220743815
1233,246800,2419,166,-20.140236790974935
1234,247000,2421,5,-15.878176244099935
1235,247200,2423,120,-16.19634157816569
1236,247400,2425,113,-14.654363791147867
1237,247600,2426,113,-15.51705624262492
1238,247800,2427,113,-15.875984986623129
1239,248000,2429,2,-23.115452257792153
1240,248200,2430,20,-19.839956283569336
1241,248400,2432,120,-21.691034762064614
1242,248600,2433,187,-15.389844385782878
1243,248800,2435,46,-10.913779067993165
1244,249000,2436,195,-25.717456436157228
1245,249200,2438,151,-22.554702631632487
1246,249400,2439,171,-23.648662694295247
1247,249600,2443,101,-22.576403935750324
1248,249800,2444,191,-8.132521883646648
1249,250000,2447,85,-8.813173707326253
1250,250200,2449,20,-10.426258691151936
1251,250400,2450,151,5.55272806485494
1252,250600,2452,113,3.7275108893712363
1253,250800,2454,109,-11.19743111928304
1254,251000,2455,146,12.530060227711996
1255,251200,2457,16,-13.611764907836914
1256,251400,2460,37,-19.340014203389487
1257,251600,2461,115,-22.093893559773765
1258,251800,2462,115,-22.755375734965007
1259,252000,2464,25,-28.73092524210612
1260,252200,2466,33,-25.281865501403807
1261,252400,2467,33,-16.62987823486328
1262,252600,2469,115,-21.31389528910319
1263,252800,2470,115,-20.16483345031738
1264,253000,2471,115,-4.7520781517028805
1265,253200,2472,115,-7.033450698852539
1266,253400,2474,95,-6.651220798492432
1267,253600,2476,31,-1.4572521726290384
1268,253800,2478,10,8.308052126566569
1269,254000,2480,94,-6.115522988637289
1270,254200,2481,94,-11.211381340026856
1271,254400,2482,94,-12.516945711771648
1272,254600,2484,51,-17.14388475418091
1273,254800,2485,140,-20.27179094950358
1274,255000,2488,7,-18.195078976949056
1275,255200,2489,52,-16.17022441228231
1276,255400,2490,52,-19.047955067952476
1277,255600,2492,3,-17.443414974212647
1278,255800,2493,109,-14.014652220408122
1279,256000,2496,53,-19.249469248453774
1280,256200,2499,109,-24.616652743021646
1281,256400,2501,63,-14.426178455352783
1282,256600,2504,83,-26.858436012268065
1283,256800,2506,36,-27.967219670613606
1284,257000,2508,39,-25.48471120198568
1285,257200,2510,1,-23.81507822672526
1286,257400,2511,1,-25.575424194335938
1287,257600,2512,1,-19.591701126098634
1288,257800,2513,1,-15.387163893381755
1289,258000,2517,22,-23.389329846700033
1290,258200,2519,47,-27.03925437927246
1291,258400,2522,5,-23.1640531539917
1292,258600,2523,96,-9.692339356740316
1293,258800,2527,14,-8.87443561553955
1294,259000,2530,23,-7.573862441380819
1295,259200,2533,6,-8.47206031481425
1296,259400,2534,187,-22.54312432607015
1297,259600,2536,10,-31.184137217203777
1298,259800,2537,189,-26.4546257019043
1299,260000,2540,99,-32.25435841878255
1300,260200,2541,111,-31.41317761739095
1301,260400,2542,170,-19.437033907572427
1302,260600,2545,39,-20.882236925760903
1303,260800,2546,39,-21.53396364847819
1304,261000,2547,111,-19.08695691426595
1305,261200,2549,18,-20.14738737742106
1306,261400,2550,122,-16.65525754292806
1307,261600,2551,122,-14.595539855957032
1308,261800,2553,87,-17.567506535847983
1309,262000,2555,72,-22.914043426513672
1310,262200,2556,72,-18.22871271769206
1311,262400,2557,72,-9.841702683766682
1312,262600,2558,199,-18.490060997009277
1313,262800,2561,51,-17.555520439147948
1314,263000,2563,46,-21.484434445699055
1315,263200,2564,107,-22.929120381673176
1316,263400,2566,26,-21.816083844502767
1317,263600,2568,165,-22.236442438761394
1318,263800,2569,165,-8.75350677172343
1319,264000,2571,29,-23.285174242655437
1320,264200,2573,59,-18.939147885640462
1321,264400,2576,93,-26.97155481974284
1322,264600,2577,159,-25.39681224822998
1323,264800,2581,74,-25.590162976582846
1324,265000,2582,184,-23.120643615722656
1325,265200,2584,19,-22.20846265157064
1326,265400,2585,31,-20.114913686116537
1327,265600,2586,31,-21.98985563913981
1328,265800,2588,18,-26.368601862589518
1329,266000,2590,6,-29.666184679667154
1330,266200,2592,15,-29.210302098592123
1331,266400,2594,24,-30.397963015238442
1332,266600,2596,149,-19.404855918884277
1333,266800,2598,58,-19.22168032328288
1334,267000,2601,67,-19.725534184773764
1335,267200,2602,118,-16.439383506774902
1336,267400,2604,115,-20.018631807963054
1337,267600,2608,21,-25.218994140625
1338,267800,2609,145,-19.300044059753418
1339,268000,2611,96,-17.975771395365395
1340,268200,2612,96,-17.908709462483724
1341,268400,2613,145,-12.585968335469564
1342,268600,2616,45,-9.27757380803426
1343,268800,2617,112,-10.04976011912028
1344,269000,2619,66,-12.416206995646158
1345,269200,2620,153,-12.70486666361491
1346,269400,2623,69,-12.842446104685466
1347,269600,2625,31,-14.355825074513753
1348,269800,2626,31,-14.881485875447591
1349,270000,2627,31,-13.113000933329264
1350,270200,2628,31,-9.949088319142659
1351,270400,2630,27,-6.27193554242452
1352,270600,2631,27,-4.661814133326213
1353,270800,2632,53,-6.177945534388225
1354,271000,2633,53,-5.338128026326498
1355,271200,2634,53,-5.381845219930013
1356,271400,2635,53,-2.670667068163554
1357,271600,2636,195,-7.739220221837361
1358,271800,2638,59,-9.629560311635336
1359,272000,2639,59,-15.295630391438802
1360,272200,2640,75,-17.68099727630615
1361,272400,2641,185,-20.670352109273274
1362,272600,2643,147,-25.664632415771486
1363,272800,2644,147,-28.18819630940755
1364,273000,2645,147,-28.645726331075032
1365,273200,2646,147,-22.238755226135254
1366,273400,2648,18,-23.927684783935547
1367,273600,2649,18,-28.07589473724365
1368,273800,2651,137,-19.891682815551757
1369,274000,2652,174,-30.685413233439128
1370,274200,2653,174,-19.872263209025064
1371,274400,2654,174,-1.47234216183424
1372,274600,2655,174,-8.049361276626588
1373,274800,2658,137,11.01411320368449
1374,275000,2659,137,18.38336925506592
1375,275200,2662,84,4.268763510386149
1376,275400,2665,73,-5.899518346786499
1377,275600,2667,50,-8.982105541229249
1378,275800,2668,50,-6.305700906117758
1379,276000,2669,83,-11.976747131347656
1380,276200,2670,163,-19.063006591796874
1381,276400,2671,163,-10.272872956593831
1382,276600,2674,22,-18.001433499654134
1383,276800,2675,191,-24.182049306233726
1384,277000,2676,191,-27.427433713277182
1385,277200,2678,28,-20.28758125305176
1386,277400,2680,11,-25.099956512451172
1387,277600,2681,181,-21.733587900797527
1388,277800,2683,74,-24.31849085489909
1389,278000,2684,74,-22.276419893900552
1390,278200,2685,75,-26.78813254038493
1391,278400,2687,169,-27.670398076375324
1392,278600,2690,41,-25.037412261962892
1393,278800,2691,41,-20.83444054921468
1394,279000,2692,41,-9.729268995920817
1395,279200,2693,187,-11.95470724105835
1396,279400,2694,199,-5.666774050394694
1397,279600,2696,77,-4.140322661399841
1398,279800,2698,36,-3.577305765946706
1399,280000,2699,136,-3.519649338722229
1400,280200,2701,38,-0.9251100599765778
1401,280400,2702,38,-7.7885666847229
1402,280600,2706,91,-12.518894735972086
1403,280800,2707,91,-8.396026992797852
1404,281000,2708,91,-4.703813536961873
1405,281200,2710,62,-8.943288167317709
1406,281400,2712,29,-11.885800329844157
1407,281600,2713,29,-13.03960034052531
1408,281800,2715,61,-11.875198682149252
1409,282000,2716,141,-12.455262025197348
1410,282200,2718,74,-10.81416851679484
1411,282400,2719,74,-8.236221249898275
1412,282600,2720,106,-8.084559154510497
1413,282800,2722,16,-6.903589677810669
1414,283000,2723,16,-9.080756855010986
1415,283200,2724,16,-10.159221967061361
1416,283400,2725,192,-7.201357873280843
1417,283600,2726,192,-2.935990341504415
1418,283800,2728,142,-11.77520392735799
1419,284000,2730,59,-5.756755272547404
1420,284200,2731,59,-9.92428871790568
1421,284400,2734,3,-10.033859125773112
1422,284600,2736,32,-12.1674742380778
1423,284800,2737,32,-15.080899620056153
1424,285000,2738,32,-9.528338273366293
1425,285200,2739,171,-18.985092544555663
1426,285400,2741,104,-16.46168384552002
1427,285600,2742,104,-12.114152558644612
1428,285800,2743,104,-12.187508742014566
1429,286000,2744,104,-7.190723355611166
1430,286200,2746,84,-14.903546937306722
1431,286400,2747,96,-15.888748041788737
1432,286600,2748,158,-9.422276624043782
1433,286800,2749,158,-1.9961495618025462
1434,287000,2751,90,1.8586391925811767
1435,287200,2754,25,-1.721718047062556
1436,287400,2756,84,-8.36666259765625
1437,287600,2758,55,-9.70875686009725
1438,287800,2760,73,-9.84934139251709
1439,288000,2761,73,-8.154652245839436
1440,288200,2762,73,-8.706523513793945
1441,288400,2764,45,-7.838436460494995
1442,288600,2765,45,-9.704552491505941
1443,288800,2766,174,-7.998646942774455
1444,289000,2768,153,-10.139048989613851
1445,289200,2769,155,-15.148209762573241
1446,289400,2771,108,-14.590090974171956
1447,289600,2772,108,-12.99930731455485
1448,289800,2774,27,-15.876656564076741
1449,290000,2776,5,-14.987858867645263
1450,290200,2778,104,-17.964270464579265
1451,290400,2779,104,-15.145331478118896
1452,290600,2780,194,-22.890295664469402
1453,290800,2783,67,-18.108654149373372
1454,291000,2784,67,-6.392353359858195
1455,291200,2785,67,1.47769615650177
1456,291400,2786,67,-3.9237393140792847
1457,291600,2787,67,-1.7029950052499772
1458,291800,2788,67,0.47221142748991646
1459,292000,2789,81,-4.403036610285441
1460,292200,2790,81,-5.079218896230062
1461,292400,2791,119,-7.239986689885457
1462,292600,2794,69,-13.608313496907552
1463,292800,2797,11,-17.770770327250162
1464,293000,2798,40,-19.53727480570475
1465,293200,2799,109,-19.305780347188314
1466,293400,2800,120,-18.70466842651367
1467,293600,2801,120,-9.234208965301514
1468,293800,2802,120,-9.062792778015137
1469,294000,2804,41,-5.733458693822225
1470,294200,2806,23,-5.226002566019694
1471,294400,2808,90,-7.059458414713542
1472,294600,2810,71,-10.635880374908448
1473,294800,2811,144,-12.903042348225911
1474,295000,2813,103,-13.024501291910807
1475,295200,2814,103,-5.942029857635498
1476,295400,2815,103,-6.649371337890625
1477,295600,2817,90,-1.974655799070994
1478,295800,2818,90,-2.480698851744334
1479,296000,2820,69,-2.2687186201413474
1480,296200,2822,19,-11.359943262736003
1481,296400,2823,19,-16.721575037638345
1482,296600,2824,164,-19.229613304138184
1483,296800,2826,34,-26.102941703796386
1484,297000,2827,34,-27.46668707529704
1485,297200,2828,125,-28.706816546122234
1486,297400,2830,66,-25.215923690795897
1487,297600,2831,66,-23.674790954589845
1488,297800,2832,66,-12.353426520029704
1489,298000,2834,67,-15.879624176025391
1490,298200,2836,133,-12.893315537770588
1491,298400,2838,89,-12.504953289031983
1492,298600,2839,89,-14.310773118336995
1493,298800,2840,89,-14.707287915547688
1494,299000,2842,40,-12.078467909495036
1495,299200,2843,40,-9.502890173594157
1496,299400,2844,139,-14.95868501663208
1497,299600,2845,139,-15.24738556543986
1498,299800,2847,28,-15.751500797271728
1499,300000,2849,84,-14.308291657765706
1500,300200,2850,84,-14.441559505462646
1501,300400,2851,156,-14.942152341206869
1502,300600,2853,8,-16.045737679799398
1503,300800,2854,8,-12.783323129018148
1504,301000,2855,165,-8.367929553985595
1505,301200,2856,165,-4.8964113394419355
1506,301400,2858,40,-5.110467576980591
1507,301600,2859,40,-8.515801922480266
1508,301800,2860,43,-7.617304881413777
1509,302000,2861,43,-12.265619341532389
1510,302200,2862,131,-27.02646344502767
1511,302400,2863,131,-16.735146522521973
1512,302600,2866,56,-23.087157885233562
1513,302800,2867,56,-25.124142011006672
1514,303000,2869,90,-26.517593765258788
1515,303200,2870,90,-19.991548283894858
1516,303400,2871,138,-21.29593505859375
1517,303600,2873,47,-17.340708605448405
1518,303800,2875,31,-19.90574919382731
1519,304000,2877,16,-19.161181449890137
1520,304200,2878,161,-15.16024211247762
1521,304400,2881,29,-17.817009989420573
1522,304600,2882,29,-18.53891150156657
1523,304800,2883,29,-20.206861432393392
1524,305000,2884,29,-17.87786725362142
1525,305200,2886,33,-16.690926106770835
1526,305400,2887,33,-6.482609844207763
1527,305600,2888,77,-8.061737457911173
1528,305800,2889,127,-9.705809656778971
1529,306000,2891,77,-14.290770022074382
1530,306200,2892,152,-16.9974116007487
1531,306400,2894,95,-31.72449779510498
1532,306600,2897,50,-32.35074831644694
1533,306800,2898,120,-25.140466753641764
1534,307000,2902,62,-20.704483477274575
1535,307200,2903,62,-18.361392243703207
1536,307400,2905,32,-18.719428126017252
1537,307600,2908,32,-21.653158950805665
1538,307800,2910,27,-19.504832458496093
1539,308000,2912,72,-23.469391123453775
1540,308200,2913,92,-30.56912301381429
1541,308400,2915,15,-32.404533513387044
1542,308600,2916,15,-34.40688540140788
1543,308800,2917,15,-29.792211532592773
1544,309000,2918,15,-21.269858105977377
1545,309200,2919,125,-26.133280690511068
1546,309400,2921,122,-16.403993542989095
1547,309600,2923,99,-21.96392930348714
1548,309800,2924,99,-13.344147872924804
1549,310000,2925,99,-14.655102761586507
1550,310200,2927,1,-11.271713797251383
1551,310400,2928,114,-16.182281684875488
1552,310600,2929,146,-10.235667578379314
1553,310800,2930,146,-16.7879358291626
1554,311000,2932,123,-11.875100676218668
1555,311200,2933,123,-9.059961446126302
1556,311400,2935,64,-14.299055353800457
1557,311600,2937,72,-16.20140371322632
1558,311800,2938,172,-6.6658762772878015
1559,312000,2939,172,-6.223641888300578
1560,312200,2943,92,-8.652863534291585
1561,312400,2944,92,-9.416374142964681
1562,312600,2947,68,-13.647716267903645
1563,312800,2949,103,-19.205510012308757
1564,313000,2951,82,-20.647834396362306
1565,313200,2952,82,-17.34073683420817
1566,313400,2953,82,-16.299618339538576
1567,313600,2957,6,-19.604215812683105
1568,313800,2958,6,-18.927025413513185
1569,314000,2960,30,-19.6502405166626
1570,314200,2961,126,-25.086225509643555
1571,314400,2962,126,-22.4807336807251
1572,314600,2963,174,-25.50509408315023
1573,314800,2965,4,-18.742073440551756
1574,315000,2966,4,-15.959179401397705
1575,315200,2967,155,-7.3652997493743895
1576,315400,2968,155,-7.757091744740804
1577,315600,2969,155,-5.555256112416585
1578,315800,2970,155,-6.917742029825846
1579,316000,2971,155,-5.472995090484619
1580,316200,2974,60,-8.497959740956624
1581,316400,2977,10,-13.539295736948649
1582,316600,2978,37,-13.836533959706625
1583,316800,2979,37,-10.996323204040527
1584,317000,2980,37,-10.870433139801026
1585,317200,2983,5,-10.731674098968506
1586,317400,2984,51,-10.690259806315105
1587,317600,2986,115,-9.695826816558839
1588,317800,2987,115,-12.547734800974528
1589,318000,2989,38,-12.022956148783367
1590,318200,2990,38,-11.325977865854899
1591,318400,2991,38,-8.873722489674886
1592,318600,2994,17,-11.001573212941487
1593,318800,2996,103,-13.745177523295085
1594,319000,2997,103,-14.326869583129882
1595,319200,2999,67,-20.918202718098957
1596,319400,3000,67,-23.017151069641113
1597,319600,3002,56,-30.005069096883137
1598,319800,3004,17,-31.434006881713866
1599,320000,3006,6,-28.821700922648112
1600,320200,3007,37,-21.49635829925537
1601,320400,3009,112,-30.1416446685791
1602,320600,3011,54,-31.517710558573405
1603,320800,3012,200,-25.470742988586426
1604,321000,3013,200,-31.638799285888673
1605,321200,3016,22,-32.78520126342774
1606,321400,3017,98,-27.038648160298667
1607,321600,3018,98,-20.10974973042806
1608,321800,3019,106,-19.421254666646323
1609,322000,3020,106,-8.656471506754558
1610,322200,3021,106,-10.507559140523275
1611,322400,3023,19,-9.06634825070699
1612,322600,3024,19,-7.807103490829467
1613,322800,3025,81,-5.60858773390452
1614,323000,3026,179,-6.488081169128418
1615,323200,3030,98,-16.075962034861245
1616,323400,3032,47,-13.384831269582113
1617,323600,3034,32,-17.14759324391683
1618,323800,3036,46,-23.592547798156737
1619,324000,3038,55,-18.102259572347005
1620,324200,3043,5,-18.5416664759318
1621,324400,3044,21,-14.404611110687256
1622,324600,3047,12,-17.020127868652345
1623,324800,3054,14,-22.462728881835936
1624,325000,3059,26,-23.69817008972168
1625,325200,3064,33,-24.69054953257243
1626,325400,3067,13,-17.300396347045897
1627,325600,3068,88,-24.54201405843099
1628,325800,3072,26,-25.439417584737143
1629,326000,3076,17,-22.80383192698161
1630,326200,3080,41,-18.639221000671387
1631,326400,3083,99,-18.352927589416502
1632,326600,3085,32,-24.333682378133137
1633,326800,3086,32,-20.19611358642578
1634,327000,3087,152,-21.048693148295083
1635,327200,3088,152,-19.736958567301432
1636,327400,3090,89,-15.403807989756267
1637,327600,3091,89,-8.197557973861695
1638,327800,3094,34,-16.70466276804606
1639,328000,3095,34,-18.400016848246256
1640,328200,3096,58,-22.552450942993165
1641,328400,3098,5,-20.58080399831136
1642,328600,3100,25,-19.48031368255615
1643,328800,3102,61,-17.189158630371093
1644,329000,3104,19,-22.439657974243165
1645,329200,3105,22,-22.775302378336587
1646,329400,3107,52,-24.12145277659098
1647,329600,3109,35,-22.754269154866538
1648,329800,3111,18,-20.664905230204266
1649,330000,3112,106,-11.930946509043375
1650,330200,3113,118,-20.613964080810547
1651,330400,3114,118,-15.951412836710611
1652,330600,3115,118,-20.12634131113688
1653,330800,3117,34,-17.285903040568034
1654,331000,3118,34,-14.34404535293579
1655,331200,3119,189,1.3503317192196846
1656,331400,3121,146,-11.931615034739176
1657,331600,3122,146,-18.023459752400715
1658,331800,3124,57,-13.719199975331625
1659,332000,3125,176,-17.542352358500164
1660,332200,3128,19,-20.841126251220704
1661,332400,3131,95,-14.911289405822753
1662,332600,3132,95,-9.543235556284587
1663,332800,3133,95,-9.017517550786335
1664,333000,3134,104,-5.548648961385092
1665,333200,3135,104,-1.2320016980171205
1666,333400,3136,104,-1.8184949239095052
1667,333600,3138,43,-2.1618499835332234
1668,333800,3139,167,-6.026705344518025
1669,334000,3141,28,-4.1303759654363
1670,334200,3144,90,-8.646953264872232
1671,334400,3145,90,-9.755355993906656
1672,334600,3147,3,-17.72219092051188
1673,334800,3148,3,-19.05371837615967
1674,335000,3149,97,-22.77769775390625
1675,335200,3150,97,-19.146510569254556
1676,335400,3151,97,-21.773374430338542
1677,335600,3152,107,-22.558353169759116
1678,335800,3153,107,-19.61768652598063
1679,336000,3154,107,-14.676551882425944
1680,336200,3156,81,-16.41608384450277
1681,336400,3157,81,-14.344506009419758
1682,336600,3158,87,-23.831233723958334
1683,336800,3159,87,-29.77518800099691
1684,337000,3160,87,-31.655615933736165
1685,337200,3161,87,-15.940437316894531
1686,337400,3163,44,-27.139963658650718
1687,337600,3164,76,-14.530382506052653
1688,337800,3166,50,-20.340729649861654
1689,338000,3167,50,-20.494745763142905
1690,338200,3168,50,-22.65463377634684
1691,338400,3169,73,-19.62403742472331
1692,338600,3170,125,-13.309585412343344
1693,338800,3171,194,-12.0883802096049
1694,339000,3173,117,-17.01225732167562
1695,339200,3174,117,-3.861462370554606
1696,339400,3175,122,-6.243344799677531
1697,339600,3176,122,-7.983249362309774
1698,339800,3177,189,-7.020491600036621
1699,340000,3179,76,-13.115045865376791
1700,340200,3180,76,-25.204829343159993
1701,340400,3181,125,-26.741094716389973
1702,340600,3182,125,-30.44354877471924
1703,340800,3183,125,-21.940402348836262
1704,341000,3184,162,-21.246634165445965
1705,341200,3186,61,-23.8437198638916
1706,341400,3187,152,-19.511769231160482
1707,341600,3188,152,-18.779163932800294
1708,341800,3190,10,-20.79551741282145
1709,342000,3191,10,-9.558830642700196
1710,342200,3192,10,-8.553343121210734
1711,342400,3193,10,-7.23402148882548
1712,342600,3194,156,-10.758707968393962
1713,342800,3196,15,-17.7083251953125
1714,343000,3197,15,-15.819209480285645
1715,343200,3198,162,-18.565582084655762
1716,343400,3199,162,-18.720324579874674
1717,343600,3201,103,-13.652911376953124
1718,343800,3203,55,-21.297239557902017
1719,344000,3204,55,-22.275883674621582
1720,344200,3205,55,-24.597404352823894
1721,344400,3206,55,-25.690294202168783
1722,344600,3207,55,-32.5537919362386
1723,344800,3210,60,-8.253238360087076
1724,345000,3212,105,-17.779880460103353
1725,345200,3213,138,-15.769910526275634
1726,345400,3214,138,-8.90181229909261
1727,345600,3215,138,-9.528816286722819
1728,345800,3217,46,-8.720793787638346
1729,346000,3218,146,-0.12115118702252706
1730,346200,3219,146,-0.8990572571754456
1731,346400,3221,51,-11.03687931696574
1732,346600,3222,177,-13.515207862854004
1733,346800,3225,61,-15.721474583943685
1734,347000,3226,61,-16.716201146443684
1735,347200,3227,61,-17.464679336547853
1736,347400,3228,61,-8.899986998240154
1737,347600,3229,61,-8.732263660430908
1738,347800,3231,29,-3.241620182991028
1739,348000,3233,25,-8.279300657908122
1740,348200,3235,11,-12.645492204030354
1741,348400,3236,142,-18.951714769999185
1742,348600,3238,10,-20.001756223042808
1743,348800,3239,137,-19.542523892720542
1744,349000,3241,7,-19.79355723063151
1745,349200,3243,51,-25.274176851908365
1746,349400,3245,72,-25.844695981343587
1747,349600,3246,72,-26.823598098754882
1748,349800,3247,72,-29.665264320373534
1749,350000,3250,101,-26.386444981892904
1750,350200,3252,85,-17.74975865681966
1751,350400,3254,31,-13.658719857533773
1752,350600,3255,78,-8.073362096150715
1753,350800,3256,78,-5.15466927687327
1754,351000,3257,146,-9.780348587036134
1755,351200,3258,191,-9.369009685516357
1756,351400,3259,191,-8.419619178771972
1757,351600,3262,65,-10.35807367960612
1758,351800,3263,65,-13.007250754038493
1759,352000,3265,26,-12.295217355092367
1760,352200,3267,10,-18.993974685668945
1761,352400,3269,165,-23.0965976079305
1762,352600,3273,4,-26.959344736735027
1763,352800,3274,58,-26.502055231730143
1764,353000,3276,35,-30.741649500528972
1765,353200,3277,35,-31.304761441548667
1766,353400,3279,43,-29.61309903462728
1767,353600,3280,43,-25.96263968149821
1768,353800,3281,52,-24.5458168665568
1769,354000,3282,52,-20.137898445129395
1770,354200,3284,71,-22.003985913594565
1771,354400,3286,108,-21.863034629821776
1772,354600,3287,108,-18.04049752553304
1773,354800,3288,108,-22.004619789123534
1774,355000,3290,156,-16.97730744679769
1775,355200,3291,169,-24.775400924682618
1776,355400,3293,151,-26.726179059346517
1777,355600,3295,6,-27.60685634613037
1778,355800,3296,6,-2.1638027002414066
1779,356000,3297,6,-10.672965971628825
1780,356200,3299,13,-10.599947039286295
1781,356400,3300,100,-13.038583405812581
1782,356600,3302,11,-20.906271680196127
1783,356800,3304,107,-19.90117098490397
1784,357000,3305,107,-21.64586664835612
1785,357200,3306,107,-13.814230600992838
1786,357400,3307,107,-13.838184102376301
1787,357600,3308,107,-14.596750577290853
1788,357800,3309,147,-6.431018400192261
1789,358000,3310,147,-8.714109293619792
1790,358200,3311,200,-9.793975830078125
1791,358400,3312,200,-10.327890014648437
1792,358600,3313,200,-11.039333534240722
1793,358800,3314,200,-9.216257572174072
1794,359000,3315,200,-8.035703055063884
1795,359200,3317,132,-11.580728276570637
1796,359400,3318,160,-9.876957925160726
1797,359600,3319,160,-9.144285901387532
1798,359800,3320,160,-4.990270439783732
1799,360000,3322,130,-13.320522181193034
1800,360200,3323,130,-13.852983570098877
1801,360400,3325,91,-13.714217058817546
1802,360600,3326,106,-16.88839521408081
1803,360800,3327,106,-14.757829189300537
1804,361000,3330,8,-19.87806771596273
1805,361200,3333,39,-24.100053342183433
1806,361400,3334,39,-27.647437604268394
1807,361600,3337,11,-27.016073735555015
1808,361800,3338,11,-18.538743209838866
1809,362000,3340,67,-11.176856517791748
1810,362200,3343,76,-16.0261799176534
1811,362400,3346,5,-13.545427227020264
1812,362600,3347,66,-14.94796371459961
1813,362800,3348,66,-16.650530942281087
1814,363000,3349,66,-21.069428825378417
1815,363200,3351,25,-25.286446126302085
1816,363400,3352,113,-26.303383700052898
1817,363600,3353,143,-25.492562039693198
1818,363800,3354,143,-29.263665199279785
1819,364000,3356,58,-29.7351048151652
1820,364200,3357,58,-15.988193384806316
1821,364400,3359,71,-21.545685895284016
1822,364600,3360,77,-24.799247550964356
1823,364800,3361,97,-20.39145278930664
1824,365000,3363,181,-25.771906661987305
1825,365200,3364,181,-27.815511385599773
1826,365400,3367,71,-27.51392593383789
1827,365600,3368,71,-24.779678217569987
1828,365800,3370,71,-25.097827784220378
1829,366000,3371,71,-20.099796613057453
1830,366200,3372,71,-21.543681081136068
1831,366400,3373,87,-20.665686925252277
1832,366600,3375,8,-28.083308855692547
1833,366800,3376,8,-9.673013305664062
1834,367000,3377,8,12.990421962738036
1835,367200,3378,8,11.85561008453369
1836,367400,3380,16,12.16231565475464
1837,367600,3382,48,8.791593837738038
1838,367800,3383,48,3.034947975476583
1839,368000,3384,186,-16.041459687550862
1840,368200,3385,186,-13.79019873936971
1841,368400,3386,186,-2.250534231464068
1842,368600,3387,186,-0.0018397007137537003
1843,368800,3388,186,-9.407621510823567
1844,369000,3389,186,1.18723537226518
1845,369200,3390,186,0.39521612028280895
1846,369400,3391,186,0.10130846872925758
1847,369600,3392,186,0.19892685413360595
1848,369800,3393,186,0.1979518527785937
1849,370000,3395,128,-9.284652773539225
1850,370200,3397,23,-7.8339215278625485
1851,370400,3400,39,-13.44344285329183
1852,370600,3403,26,-22.4479616800944
1853,370800,3405,127,-15.798243808746339
1854,371000,3408,73,-14.121661631266276
1855,371200,3409,105,-21.996683883666993
1856,371400,3412,69,-20.365180460611978
1857,371600,3413,138,-19.221195856730144
1858,371800,3416,76,-25.650053215026855
1859,372000,3417,76,-20.249628575642905
1860,372200,3419,66,-24.521130752563476
1861,372400,3420,123,-19.1530792872111
1862,372600,3421,145,-11.173092937469482
1863,372800,3423,8,-6.84844741821289
1864,373000,3425,16,-10.510479672749836
1865,373200,3428,74,-8.867389678955078
1866,373400,3429,87,-20.553876241048176
1867,373600,3431,50,-23.3973690032959
1868,373800,3433,36,-22.397018178304037
1869,374000,3434,36,-11.312568728129069
1870,374200,3435,177,-9.164687029520671
1871,374400,3436,177,-17.693398507436118
1872,374600,3437,177,-25.611737569173176
1873,374800,3438,177,-14.457279046376547
1874,375000,3439,177,-14.008746019999187
1875,375200,3440,177,0.1898813913265864
1876,375400,3441,177,0.1591232016682625
1877,375600,3444,68,-7.699802430470784
1878,375800,3446,53,-10.328003088633219
1879,376000,3448,31,-19.43047529856364
1880,376200,3450,166,-23.33258736928304
1881,376400,3451,166,-22.594618161519367
1882,376600,3452,166,-21.8192445119222
1883,376800,3454,64,-22.73931973775228
1884,377000,3456,82,-26.155769729614256
1885,377200,3457,138,-33.28093827565511
1886,377400,3458,162,-20.183998680114748
1887,377600,3460,10,-32.18806190490723
1888,377800,3462,37,-30.280302874247234
1889,378000,3463,110,-25.79081300099691
1890,378200,3464,110,-19.420301628112792
1891,378400,3465,110,-21.44329891204834
1892,378600,3466,110,-20.26379261016846
1893,378800,3468,44,-7.844823265075684
1894,379000,3469,44,-10.02737766901652
1895,379200,3470,93,-15.245123513539632
1896,379400,3471,93,-13.80308125813802
1897,379600,3472,93,-13.152312660217286
1898,379800,3473,93,-4.712267939249674
1899,380000,3475,125,-14.36499382654826
1900,380200,3476,125,-16.12944113413493
1901,380400,3478,25,-15.804504553476969
1902,380600,3479,44,-16.319246037801108
1903,380800,3480,44,-24.43983885447184
1904,381000,3481,44,-20.83047129313151
1905,381200,3482,164,-13.248941453297933
1906,381400,3483,194,-22.18808085123698
1907,381600,3484,194,-15.780284436543782
1908,381800,3486,156,-9.90065368016561
1909,382000,3487,199,-16.71787691116333
1910,382200,3490,125,-22.51808967590332
1911,382400,3491,125,-21.410137621561685
1912,382600,3494,10,-25.437507565816244
1913,382800,3495,83,-25.35081590016683
1914,383000,3498,6,-20.660338083902996
1915,383200,3499,6,-19.389536984761556
1916,383400,3500,68,-20.9070338567098
1917,383600,3501,68,-18.736098543802896
1918,383800,3503,28,-22.098254458109537
1919,384000,3505,10,-23.14191697438558
1920,384200,3506,71,-24.479866154988606
1921,384400,3507,71,-23.28924503326416
1922,384600,3508,71,-19.0345703125
